,clid,hhid,qb01,qb02,qb03,qb04,qb05,qb06,qb07_1,qb07_2,qb07_3,qb07_4,qb07_5,qb07_6,qb08_1,qb08_2,qb08_3,qb08_4,qb08_5,qb08_6
3536,2065.0,9.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,P,None,0.0,D,National Government,0.0,,0.0,0.0
3537,2066.0,5.0,105,"Criminal matters (murder,sexua",Yes,None,,,,,,,,,,,,,,
3538,2068.0,2.0,104,Succession and inheritance (in,Yes,Traditional leader/elder,Tradition,"Yes, and the matter is resolved",F,County Government Official,500.0,P,None,,H,Police,1000.0,E,County Government,500.0
3539,2068.0,3.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has technical skill,"No, the matter is still pending",P,None,0.0,,0.0,0.0,H,Police,1000.0,,0.0,
3540,2068.0,7.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has technical skill,"Yes, and the matter is resolved",P,None,0.0,,0.0,,H,Police,2200.0,I,Courts,3000.0
3541,2068.0,7.0,111,Traffic matters,Yes,Courts,Party has the power/authority,"Yes, and the matter is resolved",M,Courts,2000.0,P,None,0.0,,0.0,,,0.0,
3542,2068.0,8.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",P,None,0.0,,0.0,,H,Police,500.0,E,County Government,200.0
3543,2068.0,10.0,110,Labour (employee/employer disp,Yes,Directly to the other party,Party has the power/authority,"No, the matter is still pending",P,None,0.0,K,Lawyer,5000.0,E,County Government,800.0,H,Police,2000.0
3544,2070.0,1.0,109,"Domestic violence (sexual, phy",Yes,Police,Party has the power/authority,"No, they decided not to rule on the matter",P,None,,,0.0,,,0.0,,,0.0,
3545,2071.0,7.0,111,Traffic matters,Yes,Police,Party has technical skill,"Yes, and the matter is resolved",A,Directly To The Other Party,20000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3546,2072.0,6.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Party has community/family respect,"Yes, and the matter is resolved",,0.0,,A,Directly To The Other Party,,I,Courts,300.0,,0.0,0.0
3547,2073.0,4.0,108,Disputes over personal propert,Yes,Traditional leader/elder,Would cause least disruption to life,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3548,2073.0,5.0,101,"Land (squatters, allocation, t",Yes,None,,,,,,,,,,,,,,
3549,2073.0,8.0,106,Natural resources (communal gr,Yes,None,,,,,,,,,,,,,,
3550,2073.0,9.0,101,"Land (squatters, allocation, t",Yes,County government official,Party has the power/authority,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3551,2073.0,10.0,101,"Land (squatters, allocation, t",Yes,Directly to the other party,Would cause least disruption to life,"No, they could not help us with the dispute",P,None,0.0,,0.0,,X,Other (Specify),0.0,,0.0,
3552,2076.0,2.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has the power/authority,"Yes, and the matter is resolved",M,Courts,300000.0,,0.0,,J,Lawyer,60000.0,,0.0,
3553,2076.0,10.0,106,Natural resources (communal gr,Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",P,None,0.0,,0.0,,X,Other (Specify),0.0,,0.0,
3554,2078.0,3.0,101,"Land (squatters, allocation, t",Yes,Extended family members (outside the household),Party has technical skill,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),4000.0,P,None,,,0.0,,,0.0,
3555,2078.0,7.0,109,"Domestic violence (sexual, phy",Yes,Extended family members (outside the household),Most comfortable with this person,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3556,2078.0,9.0,101,"Land (squatters, allocation, t",Yes,Other (specify),Tradition,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3557,2078.0,10.0,103,Family matters (divorce; pater,Yes,National government official,Party has technical skill,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3558,2079.0,1.0,102,"Commercial (unpaid debts, unde",Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,,0.0,,,0.0,,,0.0,
3559,2079.0,7.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"No, the matter is still pending",D,Chief/Assistant Chief,0.0,X,Other (Specify),1000.0,D,National Government,0.0,X,Other (Specify),0.0
3560,2081.0,1.0,103,Family matters (divorce; pater,Yes,Chief/ Assistant Chief,,"Yes, and the matter is resolved",D,Chief/Assistant Chief,20000.0,,0.0,,,0.0,,,0.0,
3561,2081.0,4.0,103,Family matters (divorce; pater,Yes,Chief/ Assistant Chief,Proximity/location,"Yes, and the matter is resolved",D,Chief/Assistant Chief,2000.0,,0.0,0.0,,0.0,,,0.0,
3562,2082.0,2.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Would cause least disruption to life,"No, the matter is still pending",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
3563,2082.0,2.0,108,Disputes over personal propert,Yes,Directly to the other party,Tradition,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
3564,2082.0,3.0,106,Natural resources (communal gr,Yes,None,,,,,,,,,,,,,,
3565,2082.0,3.0,108,Disputes over personal propert,Yes,Directly to the other party,Party has community/family respect,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
3566,2082.0,3.0,110,Labour (employee/employer disp,Yes,None,,,,,,,,,,,,,,
3567,2082.0,4.0,108,Disputes over personal propert,Yes,Directly to the other party,Tradition,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
3568,2082.0,4.0,112,Religious/Witchcraft offenses,Yes,Traditional leader/elder,Proximity/location,"Yes, and the matter is resolved",G,Traditional Leader/Elder,50.0,P,None,0.0,C,Traditional Leader/Elder,0.0,,0.0,0.0
3569,2082.0,7.0,104,Succession and inheritance (in,Yes,Traditional leader/elder,Proximity/location,"Yes, and the matter is resolved",G,Traditional Leader/Elder,100.0,D,Chief/Assistant Chief,600.0,C,Traditional Leader/Elder,0.0,D,National Government,1400.0
3570,2082.0,7.0,110,Labour (employee/employer disp,Yes,None,,,,,,,,,,,,,,
3571,2082.0,8.0,105,"Criminal matters (murder,sexua",Yes,Traditional leader/elder,Proximity/location,"No, the matter is still pending",G,Traditional Leader/Elder,100.0,P,None,0.0,C,Traditional Leader/Elder,0.0,,0.0,0.0
3572,2082.0,8.0,108,Disputes over personal propert,Yes,Directly to the other party,Proximity/location,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
3573,2082.0,8.0,110,Labour (employee/employer disp,Yes,Directly to the other party,Would cause least disruption to life,"No, the matter is still pending",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
3574,2083.0,2.0,103,Family matters (divorce; pater,Yes,Chief/ Assistant Chief,Party has community/family respect,"No, they decided not to rule on the matter",D,Chief/Assistant Chief,0.0,,0.0,,D,National Government,300.0,,0.0,
3575,2083.0,4.0,103,Family matters (divorce; pater,Yes,Police,Party has the power/authority,"No, they could not help us with the dispute",L,Police,0.0,A,Directly To The Other Party,0.0,,0.0,,A,Directly To The Other Party,0.0
3576,2083.0,6.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"No, they could not help us with the dispute",D,Chief/Assistant Chief,0.0,,0.0,,D,National Government,500.0,,0.0,
3577,2083.0,6.0,108,Disputes over personal propert,Yes,Courts,Party has the power/authority,"No, they decided not to rule on the matter",M,Courts,30000.0,,0.0,,D,National Government,4000.0,,0.0,
3578,2083.0,7.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"No, the matter is still pending",D,Chief/Assistant Chief,0.0,,0.0,,D,National Government,10000.0,,0.0,
3579,2084.0,3.0,103,Family matters (divorce; pater,Yes,Religious institution/religious leader,Party has community/family respect,"Yes, and the matter is resolved",C,Religious Institution/Religious Leader,0.0,P,None,,X,Other (Specify),0.0,,0.0,
3580,2086.0,6.0,102,"Commercial (unpaid debts, unde",Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",L,Police,300.0,,0.0,,,0.0,,,0.0,
3581,2087.0,1.0,101,"Land (squatters, allocation, t",Yes,Other (specify),Party has the power/authority,"No, the matter is still pending",X,Other (Specify),1000.0,P,None,0.0,X,Other (Specify),0.0,,0.0,0.0
3582,2087.0,1.0,105,"Criminal matters (murder,sexua",Yes,Other (specify),Party has the power/authority,"Yes, and the matter is resolved",P,None,0.0,,0.0,0.0,X,Other (Specify),0.0,,0.0,0.0
3583,2087.0,5.0,108,Disputes over personal propert,Yes,Directly to the other party,Would cause least disruption to life,"Yes, and the matter is resolved",P,None,0.0,,0.0,0.0,X,Other (Specify),0.0,,0.0,0.0
3584,2087.0,9.0,108,Disputes over personal propert,Yes,Directly to the other party,Would cause least disruption to life,"Yes, and the matter is resolved",P,None,0.0,,0.0,0.0,X,Other (Specify),0.0,,0.0,0.0
3585,2089.0,2.0,101,"Land (squatters, allocation, t",Yes,Directly to the other party,Would cause least disruption to life,"No, the matter is still pending",P,None,,,0.0,,,0.0,,,0.0,
3586,2089.0,2.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
3587,2089.0,2.0,105,"Criminal matters (murder,sexua",Yes,None,,,,,,,,,,,,,,
3588,2089.0,2.0,107,Tenants vs. Landlords,Yes,None,,,,,,,,,,,,,,
3589,2089.0,2.0,114,Corruption/bribery,Yes,None,,,,,,,,,,,,,,
3590,2089.0,4.0,110,Labour (employee/employer disp,Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",P,None,0.0,,0.0,,,0.0,,,0.0,
3591,2089.0,4.0,114,Corruption/bribery,Yes,None,,,,,,,,,,,,,,
3592,2089.0,5.0,101,"Land (squatters, allocation, t",Yes,Extended family members (outside the household),Tradition,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),1000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3593,2089.0,6.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
3594,2089.0,7.0,101,"Land (squatters, allocation, t",Yes,Lawyer,Party has technical skill,"No, the matter is still pending",K,Lawyer,30000.0,X,Other (Specify),20000.0,,0.0,0.0,,0.0,0.0
3595,2089.0,7.0,104,Succession and inheritance (in,Yes,None,,,,,,,,,,,,,,
3596,2089.0,7.0,114,Corruption/bribery,Yes,None,,,,,,,,,,,,,,
3597,2089.0,8.0,101,"Land (squatters, allocation, t",Yes,Extended family members (outside the household),Tradition,"No, the matter is still pending",P,None,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3598,2089.0,8.0,109,"Domestic violence (sexual, phy",Yes,Directly to the other party,Would cause least disruption to life,Other,P,None,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3599,2089.0,9.0,103,Family matters (divorce; pater,Yes,Directly to the other party,Would cause least disruption to life,"Yes, and the matter is resolved",P,None,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3600,2091.0,5.0,105,"Criminal matters (murder,sexua",Yes,Religious institution/religious leader,Party has the power/authority,"Yes, and the matter is resolved",,0.0,,X,Other (Specify),,,0.0,,,0.0,
3601,2091.0,6.0,105,"Criminal matters (murder,sexua",Yes,Traditional leader/elder,Party has the power/authority,"Yes, and the matter is resolved",P,None,,,0.0,,X,Other (Specify),,,0.0,
3602,2091.0,9.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has the power/authority,"No, the matter is still pending",M,Courts,50000.0,,0.0,,,0.0,0.0,,0.0,
3603,2092.0,6.0,108,Disputes over personal propert,Yes,Traditional leader/elder,Party has community/family respect,"Yes, and the matter is resolved",A,Directly To The Other Party,4000.0,P,None,,X,Other (Specify),,,0.0,
3604,2092.0,10.0,108,Disputes over personal propert,Yes,None,,,,,,,,,,,,,,
3605,2094.0,4.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has the power/authority,"No, the matter is still pending",P,None,0.0,,0.0,,X,Other (Specify),,,0.0,
3606,2096.0,2.0,102,"Commercial (unpaid debts, unde",Yes,Police,Party has the power/authority,"No, the matter is still pending",P,None,,,0.0,,,0.0,,,0.0,
3607,2097.0,3.0,103,Family matters (divorce; pater,Yes,None,,,,,,,,,,,,,,
3608,2098.0,2.0,109,"Domestic violence (sexual, phy",Yes,None,,,,,,,,,,,,,,
3609,2100.0,4.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has the power/authority,"Yes, and the matter is resolved",M,Courts,0.0,,0.0,,I,Courts,0.0,,0.0,
3610,2101.0,5.0,105,"Criminal matters (murder,sexua",Yes,Police,Proximity/location,"No, they could not help us with the dispute",L,Police,0.0,P,None,0.0,H,Police,0.0,X,Other (Specify),0.0
3611,2102.0,4.0,101,"Land (squatters, allocation, t",Yes,None,,,,,,,,,,,,,,
3612,2104.0,2.0,102,"Commercial (unpaid debts, unde",Yes,Chief/ Assistant Chief,Party has technical skill,"Yes, and the matter is resolved",D,Chief/Assistant Chief,500.0,,0.0,0.0,C,Traditional Leader/Elder,1000.0,,0.0,0.0
3613,2104.0,2.0,111,Traffic matters,Yes,Police,Party has technical skill,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,N,Friend,1000.0,H,Police,2000.0,,0.0,0.0
3614,2104.0,3.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Most comfortable with this person,"Yes, and the matter is resolved",P,None,0.0,,0.0,0.0,A,Directly To The Other Party,500.0,,0.0,0.0
3615,2105.0,1.0,101,"Land (squatters, allocation, t",Yes,None,,,,,,,,,,,,,,
3616,2105.0,1.0,104,Succession and inheritance (in,Yes,None,,,,,,,,,,,,,,
3617,2105.0,2.0,108,Disputes over personal propert,Yes,Chief/ Assistant Chief,Party has the power/authority,"No, they could not help us with the dispute",P,None,,,0.0,,,0.0,,,0.0,
3618,2105.0,9.0,109,"Domestic violence (sexual, phy",Yes,Extended family members (outside the household),Party has community/family respect,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3619,2106.0,3.0,103,Family matters (divorce; pater,Yes,Extended family members (outside the household),Tradition,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),0.0,,0.0,,B,Extended Family Member,0.0,,0.0,
3620,2107.0,3.0,104,Succession and inheritance (in,Yes,Lawyer,Party has technical skill,"No, the matter is still pending",K,Lawyer,25000.0,P,None,,,0.0,0.0,,0.0,0.0
3621,2108.0,8.0,104,Succession and inheritance (in,Yes,Directly to the other party,Party has community/family respect,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3622,2109.0,9.0,101,"Land (squatters, allocation, t",Yes,None,,,,,,,,,,,,,,
3623,2109.0,9.0,102,"Commercial (unpaid debts, unde",Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",L,Police,400.0,,0.0,,H,Police,0.0,,0.0,
3624,2110.0,3.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",L,Police,1500.0,,0.0,0.0,H,Police,1500.0,,0.0,0.0
3625,2111.0,1.0,109,"Domestic violence (sexual, phy",Yes,Extended family members (outside the household),Party has community/family respect,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),5000.0,P,None,,,0.0,,,0.0,
3626,2112.0,1.0,105,"Criminal matters (murder,sexua",Yes,Chief/ Assistant Chief,Party has technical skill,"No, the matter is still pending",P,None,,,0.0,,C,Traditional Leader/Elder,500.0,,0.0,
3627,2112.0,2.0,105,"Criminal matters (murder,sexua",Yes,Chief/ Assistant Chief,Party has technical skill,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3628,2112.0,5.0,114,Corruption/bribery,Yes,None,,,,,,,,,,,,,,
3629,2113.0,2.0,105,"Criminal matters (murder,sexua",Yes,Police,Proximity/location,"Yes, and the matter is resolved",P,None,0.0,D,Chief/Assistant Chief,0.0,H,Police,0.0,,0.0,
3630,2113.0,5.0,108,Disputes over personal propert,Yes,Chief/ Assistant Chief,Proximity/location,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,L,Police,250.0,D,National Government,0.0,H,Police,0.0
3631,2116.0,4.0,101,"Land (squatters, allocation, t",Yes,National government official,Party has technical skill,"No, the matter is still pending",E,Other National Government Official,12000.0,P,None,,,0.0,,,0.0,
3632,2116.0,10.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has the power/authority,"No, the matter is still pending",D,Chief/Assistant Chief,0.0,,0.0,,,0.0,,,0.0,
3633,2118.0,1.0,101,"Land (squatters, allocation, t",Yes,Police,Cost,"Yes, and the matter is resolved",L,Police,5000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3634,2118.0,2.0,103,Family matters (divorce; pater,Yes,Chief/ Assistant Chief,Party has the power/authority,"No, the matter is still pending",D,Chief/Assistant Chief,2000.0,P,None,0.0,,0.0,0.0,,0.0,
3635,2118.0,3.0,108,Disputes over personal propert,Yes,Traditional leader/elder,Proximity/location,"No, the matter is still pending",P,None,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3636,2118.0,4.0,109,"Domestic violence (sexual, phy",Yes,Chief/ Assistant Chief,Party has technical skill,"Yes, and the matter is resolved",P,None,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3637,2118.0,6.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Most comfortable with this person,"Yes, and the matter is resolved",D,Chief/Assistant Chief,2000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3638,2118.0,7.0,105,"Criminal matters (murder,sexua",Yes,Traditional leader/elder,Cost,"No, the matter is still pending",G,Traditional Leader/Elder,0.0,L,Police,0.0,C,Traditional Leader/Elder,0.0,H,Police,0.0
3639,2118.0,8.0,103,Family matters (divorce; pater,Yes,Directly to the other party,Party has community/family respect,"Yes, and the matter is resolved",D,Chief/Assistant Chief,1000.0,,0.0,,,0.0,,,0.0,
3640,2118.0,8.0,107,Tenants vs. Landlords,Yes,Directly to the other party,Cost,"Yes, and the matter is resolved",A,Directly To The Other Party,1000.0,P,None,,C,Traditional Leader/Elder,600.0,,0.0,0.0
3641,2118.0,8.0,109,"Domestic violence (sexual, phy",Yes,Directly to the other party,Tradition,"No, they decided not to rule on the matter",,0.0,0.0,X,Other (Specify),0.0,,0.0,0.0,,0.0,0.0
3642,2118.0,8.0,114,Corruption/bribery,Yes,None,,,,,,,,,,,,,,
3643,2121.0,2.0,103,Family matters (divorce; pater,Yes,Traditional leader/elder,Proximity/location,"Yes, and the matter is resolved",G,Traditional Leader/Elder,200.0,,0.0,,C,Traditional Leader/Elder,0.0,,0.0,
