,clid,hhid,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10_m,r10_y,r11,r12,r13
8299,2019.0,1.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,2000.0,2.0,7.0,0.0,3.0,0.0,Individual/Guarantor  
8300,2019.0,2.0,Yes,Yes,1.0,CASH,1.0, Merchant/Shop  ,Subsistence Needs  ,600.0,2.0,0.0,,2.0,0.0,Individual/Guarantor  
8301,2019.0,3.0,Yes,Yes,1.0,GOODS,1.0, Merchant/Shop  ,Subsistence Needs  ,200.0,2.0,0.0,,1.0,0.0,Individual/Guarantor  
8302,2019.0,4.0,Yes,Yes,1.0,GOODS,2.0, Merchant/Shop  ,Subsistence Needs  ,400.0,1.0,0.0,,2.0,0.0,Individual/Guarantor  
8303,2019.0,5.0,Yes,Yes,1.0,CASH,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,4000.0,2.0,7.0,,2.0,0.0,Individual/Guarantor  
8304,2019.0,6.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,500.0,1.0,0.0,,2.0,0.0,Individual/Guarantor  
8305,2019.0,7.0,Yes,Yes,1.0,GOODS,2.0, Merchant/Shop  ,Subsistence Needs  ,700.0,1.0,0.0,,1.0,0.0,Individual/Guarantor  
8306,2019.0,8.0,Yes,Yes,1.0,GOODS,2.0, Merchant/Shop  ,Subsistence Needs  ,600.0,1.0,0.0,,1.0,0.0,Individual/Guarantor  
8307,2019.0,9.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,4000.0,3.0,7.0,,4.0,0.0,Individual/Guarantor  
8308,2020.0,1.0,Yes,Yes,1.0,ONE ACRE FUND,1.0, Ngo  ,Purchase of Agricultural Inputs  ,7870.0,150.0,0.0,0.0,5.0,0.0,Shares  
8309,2020.0,2.0,Yes,Yes,1.0,CASH,2.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,1000.0,3.0,0.0,0.0,0.0,50.0,None 
8310,2020.0,5.0,Yes,Yes,1.0,ONE ACRE FUND,2.0, Ngo  ,Purchase of Agricultural Inputs  ,7500.0,90.0,0.0,0.0,4.0,0.0,Shares  
8311,2020.0,8.0,Yes,Yes,1.0,CASH,1.0, Insurance Company  ,School Fees (Education)  ,24000.0,14.0,,16.0,12.0,0.0,Household Goods 
8312,2020.0,10.0,Yes,Yes,1.0,LAMP (SOLAR),1.0, Relative/ Friend/Neighbour  ,Other  ,4900.0,14.0,0.0,0.0,4.0,500.0,None 
8313,2021.0,6.0,Yes,Yes,1.0,MOBILE PHONE PLATFORM,1.0, Mobile Phone Platform  ,Subsistence Needs  ,5000.0,0.0,12.0,0.0,1.0,2100.0,None 
8314,2023.0,3.0,Yes,Yes,1.0,BANK LOAN,1.0, Commercial Banks  ,Purchase/Construction of Dwelling  ,550000.0,7.0,0.0,23.0,72.0,600000.0,Salary 
8315,2023.0,3.0,Yes,Yes,2.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,Other  ,50000.0,10.0,0.0,2.0,24.0,40000.0,Salary 
8316,2023.0,4.0,Yes,Yes,1.0,CHAMA LOAN,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,12000.0,5.0,10.0,0.0,1.0,0.0,None 
8317,2023.0,4.0,Yes,Yes,2.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,4000.0,2.0,10.0,0.0,2.0,0.0,None 
8318,2023.0,5.0,Yes,Yes,1.0,CHAMA LOAN,2.0, Self-Help Groups/Chamas  ,Business/Investment   ,8000.0,2.0,10.0,0.0,1.0,0.0,None 
8319,2023.0,6.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,10000.0,2.0,10.0,0.0,1.0,5000.0,None 
8320,2023.0,7.0,Yes,Yes,1.0,KCB LOAN,1.0, Commercial Banks  ,School Fees (Education)  ,100000.0,10.0,17.0,0.0,36.0,60000.0,Salary 
8321,2023.0,7.0,Yes,Yes,2.0,CO-OP LOAN,1.0, Commercial Banks  ,Purchase/Construction of Dwelling  ,270000.0,14.0,18.0,0.0,72.0,150000.0,Salary 
8322,2023.0,7.0,Yes,Yes,3.0,SACCO LOAN,1.0, Saccos  ,School Fees (Education)  ,50000.0,8.0,1.0,0.0,24.0,38000.0,Shares  
8323,2023.0,7.0,Yes,Yes,4.0,SCHEME LOAN,1.0, Saccos  ,School Fees (Education)  ,240000.0,5.0,1.0,0.0,36.0,200000.0,Shares  
8324,2023.0,7.0,Yes,Yes,5.0,M-SHWARI,1.0, Mobile Phone Platform  ,School Fees (Education)  ,2000.0,0.0,5.0,0.0,1.0,2000.0,None 
8325,2023.0,9.0,Yes,Yes,1.0,CHAMA LOAN,2.0, Self-Help Groups/Chamas  ,Business/Investment   ,10000.0,2.0,10.0,0.0,11.0,0.0,None 
8326,2023.0,9.0,Yes,Yes,2.0,HOUSEHOLD GOODS,1.0, Merchant/Shop  ,Subsistence Needs  ,6000.0,0.0,0.0,0.0,0.0,1000.0,None 
8327,2024.0,5.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,50000.0,1.0,2.2,0.0,12.0,10000.0,None 
8328,2024.0,8.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,Business/Investment   ,30000.0,1.0,1.5,,18.0,10000.0,None 
8329,2024.0,9.0,Yes,Yes,1.0,BANK LOAN,1.0, Commercial Banks  ,Medical Expense   ,40000.0,3.0,2.0,0.0,12.0,8000.0,None 
8330,2025.0,2.0,Yes,Yes,1.0,SACCO,1.0, Saccos  ,School Fees (Education)  ,100000.0,7.0,0.1,,12.0,100000.0,Shares  
8331,2025.0,2.0,Yes,Yes,2.0,BANK,1.0, Commercial Banks  ,Subsistence Needs  ,500000.0,0.0,,25.0,18.0,200000.0,Land Title  
8332,2026.0,2.0,Yes,Yes,1.0,SCHOOL FEES,2.0, Saccos  ,School Fees (Education)  ,30000.0,7.0,,12.0,10.0,5800.0,Individual/Guarantor  
8333,2026.0,4.0,Yes,Yes,1.0,EQUITY BANK,1.0, Commercial Banks  ,School Fees (Education)  ,100000.0,7.0,0.0,27.0,12.0,10000.0,Salary 
8334,2027.0,2.0,Yes,Yes,1.0,MSHWARI LOAN,1.0, Mobile Phone Platform  ,Subsistence Needs  ,5000.0,1.0,7.5,,1.0,0.0,None 
8335,2027.0,3.0,Yes,Yes,1.0,INDIVIDUAL LOAN,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,3000.0,1.0,0.0,0.0,1.0,0.0,None 
8336,2027.0,8.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,Business/Investment   ,3000.0,1.0,0.0,30.0,6.0,0.0,Shares  
8337,2027.0,9.0,Yes,Yes,1.0,SACCO LOAN,2.0, Saccos  ,Business/Investment   ,10000.0,1.0,1.6,0.0,6.0,0.0,Salary 
8338,2028.0,2.0,Yes,Yes,1.0,CHAMA LOAN,2.0, Self-Help Groups/Chamas  ,Purchase of Agricultural Inputs  ,3000.0,1.0,10.0,,1.0,0.0,Shares  
8339,2028.0,4.0,Yes,Yes,1.0,NDULI BASEKE SHG,1.0, Self-Help Groups/Chamas  ,Ceremony/Wedding  ,3000.0,30.0,10.0,,1.0,0.0,Shares  
8340,2028.0,5.0,Yes,Yes,1.0,CATHOLIC CHURCH,1.0, Religious Inst  ,School Fees (Education)  ,20000.0,2.0,20.0,,1.0,5000.0,Shares  
8341,2028.0,6.0,Yes,Yes,1.0,PETER,2.0, Relative/ Friend/Neighbour  ,Medical Expense   ,5000.0,3.0,0.0,0.0,1.0,5000.0,None 
8342,2028.0,7.0,Yes,Yes,1.0,NAOMI,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,2000.0,1.0,0.0,0.0,1.0,0.0,None 
8343,2029.0,1.0,Yes,Yes,1.0,KCB LOAN,1.0, Commercial Banks  ,Purchase of Land  ,500000.0,30.0,,6.0,36.0,225000.0,Salary 
8344,2029.0,2.0,Yes,Yes,1.0,DUKA LOAN,2.0, Merchant/Shop  ,Subsistence Needs  ,5000.0,1.0,0.0,0.0,1.0,0.0,None 
8345,2029.0,4.0,Yes,Yes,1.0,BORESHA LOAN,2.0, Saccos  ,School Fees (Education)  ,220000.0,7.0,0.0,6.0,36.0,120000.0,Salary 
8346,2029.0,6.0,Yes,Yes,1.0,CHAMA MERRY GO ROUND,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,22000.0,3.0,0.0,0.0,8.0,6000.0,Individual/Guarantor  
8347,2029.0,8.0,Yes,Yes,1.0,IIZWE LOAN,1.0, Micro-Finance Inst  ,School Fees (Education)  ,250000.0,14.0,,15.0,24.0,130000.0,Salary 
8348,2032.0,1.0,Yes,Yes,1.0,SUGAR,2.0, Merchant/Shop  ,Subsistence Needs  ,1500.0,1.0,0.0,0.0,1.0,0.0,None 
8349,2032.0,2.0,Yes,Yes,1.0,KESWEN LOAN,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,40000.0,7.0,0.0,10.0,12.0,6000.0,Individual/Guarantor  
8350,2032.0,5.0,Yes,Yes,1.0,SUGAR,1.0, Merchant/Shop  ,Subsistence Needs  ,6000.0,1.0,0.0,0.0,1.0,2000.0,None 
8351,2032.0,6.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,School Fees (Education)  ,50000.0,7.0,0.0,9.0,12.0,8000.0,Shares  
8352,2032.0,6.0,Yes,Yes,2.0,SACCO LOAN,2.0, Saccos  ,School Fees (Education)  ,40000.0,7.0,0.0,9.0,12.0,12000.0,Shares  
8353,2032.0,7.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,Purchase of Agricultural Inputs  ,20000.0,2.0,10.0,0.0,6.0,0.0,Individual/Guarantor  
8354,2033.0,1.0,Yes,No,,,,,,,,,,,,
8355,2033.0,3.0,Yes,,,,,,,,,,,,,
8356,2034.0,3.0,Yes,Yes,1.0,SUGAR AND TEA,1.0, Merchant/Shop  ,Subsistence Needs  ,2000.0,0.0,0.0,0.0,2.0,1000.0,None 
8357,2034.0,5.0,Yes,Yes,1.0,50KG OF MAIZE,1.0, Merchant/Shop  ,Subsistence Needs  ,3000.0,1.0,0.0,0.0,12.0,3000.0,None 
8358,2036.0,5.0,Yes,Yes,1.0,CASH,1.0, Micro-Finance Inst  ,Purchase of Land  ,100000.0,30.0,10.0,0.0,6.0,0.0,Individual/Guarantor  
8359,2037.0,2.0,Yes,Yes,1.0,SCHOOL FEE,1.0, Commercial Banks  ,School Fees (Education)  ,20000.0,14.0,12.0,,11.0,0.0,Land Title  
8360,2037.0,3.0,Yes,Yes,1.0,FARM,1.0, Saccos  ,Purchase/Construction of Dwelling  ,50000.0,14.0,,12.0,6.0,0.0,Individual/Guarantor  
8361,2037.0,9.0,Yes,Yes,1.0,DEVELOPMENT LOAN,1.0, Saccos  ,Business/Investment   ,20000.0,14.0,,5.0,12.0,800.0,Individual/Guarantor  
8362,2038.0,4.0,Yes,Yes,1.0,SUGAR,2.0, Merchant/Shop  ,Subsistence Needs  ,4800.0,1.0,0.0,0.0,1.0,100.0,None 
8363,2038.0,5.0,Yes,Yes,1.0,MAWEN LOAN,1.0, Saccos  ,Purchase/Construction of Dwelling  ,10000.0,30.0,10.0,0.0,6.0,0.0,Livestock  
8364,2038.0,7.0,Yes,Yes,1.0,TABLE BANKING LOAN,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,6000.0,7.0,10.0,,6.0,3300.0,None 
8365,2038.0,8.0,Yes,Yes,1.0,TABLE BANKING,2.0, Self-Help Groups/Chamas  ,Business/Investment   ,4000.0,1.0,10.0,0.0,1.0,5000.0,Individual/Guarantor  
8366,2038.0,8.0,Yes,Yes,2.0,TABLE BANKING,3.0, Self-Help Groups/Chamas  ,Business/Investment   ,5000.0,1.0,10.0,0.0,1.0,6000.0,Individual/Guarantor  
8367,2039.0,1.0,Yes,Yes,1.0,LOAN,1.0, Micro-Finance Inst  ,Purchase of Agricultural Inputs  ,50000.0,1.0,1.0,12.0,18.0,36000.0,Land Title  
8368,2039.0,6.0,Yes,Yes,1.0,EDUCATION LOAN,1.0, Commercial Banks  ,School Fees (Education)  ,10000.0,1.0,,21.0,12.0,0.0,Income 
8369,2040.0,4.0,Yes,Yes,1.0,GOODS FROM SHOP,2.0, Other  ,Subsistence Needs  ,300.0,0.0,0.0,0.0,0.0,0.0,None 
8370,2040.0,5.0,Yes,Yes,1.0,LOAN FROM SMEP,1.0, Micro-Finance Inst  ,Business/Investment   ,10000.0,4.0,30.0,,2.0,6000.0,Individual/Guarantor  
8371,2040.0,8.0,Yes,Yes,1.0,LOAN FROM YOUTH GROUP,1.0, Self-Help Groups/Chamas  ,Business/Investment   ,20000.0,5.0,23.0,,3.0,14440.0,Household Goods 
8372,2040.0,9.0,Yes,Yes,1.0,MICRO FINANCE,1.0, Micro-Finance Inst  ,Business/Investment   ,50000.0,60.0,16.0,,8.0,0.0,Household Goods 
8373,2040.0,10.0,Yes,Yes,1.0,HELB,3.0, Government Funds  ,School Fees (Education)  ,35000.0,90.0,,4.0,,70000.0,Individual/Guarantor  
8374,2040.0,10.0,Yes,Yes,2.0,HELB,4.0, Government Funds  ,School Fees (Education)  ,35000.0,90.0,,4.0,,70000.0,Individual/Guarantor  
8375,2041.0,7.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,Purchase/Construction of Dwelling  ,100000.0,5.0,0.0,0.0,12.0,14000.0,None 
8376,2042.0,1.0,Yes,Yes,1.0,MKOPA,1.0, Ngo  ,Subsistence Needs  ,21500.0,1.0,,20.0,12.0,12250.0,Shares  
8377,2042.0,2.0,Yes,Yes,1.0,LOAN,2.0, Micro-Finance Inst  ,Purchase of Motor Vehicles/Cycles  ,100000.0,30.0,,18.0,24.0,93200.0,Shares  
8378,2042.0,7.0,Yes,Yes,1.0,LOAN,1.0, Micro-Finance Inst  ,Subsistence Needs  ,20000.0,30.0,,24.0,12.0,6000.0,Shares  
8379,2042.0,8.0,Yes,Yes,1.0,LOAN,1.0, Micro-Finance Inst  ,Business/Investment   ,50000.0,30.0,,36.8,12.0,15800.0,Shares  
8380,2043.0,2.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,Business/Investment   ,800000.0,1.0,4.0,0.0,60.0,600000.0,Salary 
8381,2043.0,6.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,Business/Investment   ,60000.0,7.0,12.0,,24.0,48000.0,Business Stock 
8382,2045.0,3.0,Yes,Yes,1.0,FEES,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,20000.0,3.0,10.0,,1.0,20000.0,Individual/Guarantor  
8383,2046.0,4.0,Yes,No,,,,,,,,,,,,
8384,2046.0,5.0,Yes,Yes,1.0,CASH,1.0, Commercial Banks  ,Purchase of Livestock  ,30000.0,7.0,10.0,,6.0,0.0,Motor Vehicle/Cycle 
8385,2047.0,3.0,Yes,No,,,,,,,,,,,,
8386,2047.0,6.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,1000.0,1.0,10.0,0.0,1.0,0.0,Shares  
8387,2047.0,7.0,Yes,Yes,1.0,CASH,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,10000.0,2.0,10.0,0.0,3.0,0.0,Shares  
8388,2048.0,3.0,Yes,Yes,1.0,SHOP LOAN,1.0, Merchant/Shop  ,Subsistence Needs  ,500.0,0.0,0.0,0.0,1.0,0.0,None 
8389,2048.0,8.0,Yes,Yes,1.0,FRIEND LOAN,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,4000.0,7.0,0.0,0.0,1.0,0.0,None 
8390,2048.0,9.0,Yes,Yes,1.0,SHOP LOAN,2.0, Merchant/Shop  ,Subsistence Needs  ,1000.0,0.0,0.0,0.0,1.0,900.0,None 
8391,2049.0,4.0,Yes,Yes,1.0,YOYWO,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,3000.0,3.0,10.0,,1.0,3000.0,Individual/Guarantor  
8392,2050.0,8.0,Yes,Yes,1.0,SCHOOL FEES,2.0, Micro-Finance Inst  ,School Fees (Education)  ,30000.0,30.0,,18.0,12.0,25600.0,
8393,2050.0,9.0,Yes,Yes,1.0,BUSINESS LOAN,1.0, Micro-Finance Inst  ,Purchase of Agricultural Inputs  ,30000.0,4.0,,18.0,12.0,14000.0,Shares  
8394,2051.0,2.0,Yes,Yes,1.0,SCHOOL FEES LOAN,1.0, Micro-Finance Inst  ,School Fees (Education)  ,30000.0,20.0,,,12.0,14000.0,Livestock  
8395,2051.0,3.0,Yes,Yes,1.0,FARM LOAN,2.0, Government Funds  ,Subsistence Needs  ,10000.0,7.0,,,3.0,0.0,None 
8396,2051.0,8.0,Yes,Yes,1.0,UWEZO FUND,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,10000.0,365.0,140.0,,24.0,70000.0,Household Goods 
8397,2051.0,9.0,Yes,Yes,1.0,UWEZO FUND,1.0, Government Funds  ,Purchase of Agricultural Inputs  ,10000.0,365.0,0.0,0.0,24.0,6000.0,Household Goods 
8398,2052.0,7.0,Yes,Yes,1.0,SUBSISTANCE NEED,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,2000.0,7.0,10.0,,3.0,2000.0,Shares  
8399,2052.0,7.0,Yes,Yes,2.0,BURIAL CONTRIBUTION,2.0, Self-Help Groups/Chamas  ,Ceremony/Wedding  ,200.0,1.0,10.0,,1.0,200.0,Shares  
8400,2052.0,9.0,Yes,Yes,1.0,BUSINESS,1.0, Saccos  ,Business/Investment   ,20000.0,2.0,20.0,,12.0,6000.0,Shares  
8401,2053.0,4.0,Yes,Yes,1.0,CHAMA LOAN,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,5000.0,1.0,0.4,,2.0,0.0,None 
8402,2053.0,5.0,Yes,Yes,1.0,TANK LOAN,2.0, Saccos  ,Purchase of Agricultural Inputs  ,9000.0,30.0,10.0,,9.0,2000.0,Household Goods 
8403,2053.0,6.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,1000.0,1.0,0.0,,1.0,0.0,None 
8404,2053.0,8.0,Yes,Yes,1.0,UWEZO LOAN,1.0, Self-Help Groups/Chamas  ,Business/Investment   ,2000.0,1.0,0.0,0.0,6.0,0.0,None 
8405,2053.0,9.0,Yes,Yes,1.0,FSA LOAN,1.0, Micro-Finance Inst  ,School Fees (Education)  ,10000.0,1.0,,15.0,10.0,0.0,Livestock  
8406,2054.0,2.0,Yes,Yes,1.0,BIASHARA LOAN,1.0, Saccos  ,Business/Investment   ,150000.0,210.0,,2.0,24.0,50000.0,None 
8407,2054.0,10.0,Yes,Yes,1.0,PERSONAL LOAN,1.0, Commercial Banks  ,Subsistence Needs  ,480000.0,7.0,,14.0,48.0,430000.0,None 
8408,2055.0,4.0,Yes,Yes,1.0,KCB,1.0, Commercial Banks  ,Subsistence Needs  ,12000.0,0.0,18.0,0.0,3.0,21000.0,None 
8409,2056.0,2.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,School Fees (Education)  ,10000.0,7.0,30.0,,10.0,0.0,Land Title  
8410,2056.0,3.0,Yes,Yes,1.0,LOAN 1,1.0, Saccos  ,School Fees (Education)  ,70000.0,7.0,2.0,,3.0,0.0,Shares  
8411,2057.0,3.0,Yes,Yes,1.0,KENYA WOMEN,1.0, Micro-Finance Inst  ,Purchase/Construction of Dwelling  ,30000.0,60.0,10.0,,12.0,0.0,Livestock  
8412,2057.0,5.0,Yes,No,,,,,,,,,,,,
8413,2058.0,1.0,Yes,Yes,1.0,PERSONAL LOAN,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,20000.0,30.0,0.0,,3.0,20000.0,
8414,2058.0,1.0,Yes,Yes,2.0,SUGAR,2.0, Merchant/Shop  ,Subsistence Needs  ,120.0,1.0,0.0,,1.0,0.0,
8415,2058.0,1.0,Yes,Yes,3.0,COOKING  FAT,2.0, Merchant/Shop  ,Subsistence Needs  ,50.0,1.0,0.0,,1.0,0.0,
8416,2058.0,1.0,Yes,Yes,4.0,SALT,2.0, Merchant/Shop  ,Subsistence Needs  ,15.0,1.0,0.0,,1.0,0.0,
8417,2058.0,1.0,Yes,Yes,5.0,TEA LEAVES,2.0, Merchant/Shop  ,Subsistence Needs  ,30.0,1.0,0.0,,1.0,0.0,
8418,2058.0,1.0,Yes,Yes,6.0,SOAP,2.0, Merchant/Shop  ,Subsistence Needs  ,100.0,1.0,0.0,,1.0,0.0,
8419,2058.0,2.0,Yes,Yes,1.0,SUGAR,1.0, Merchant/Shop  ,Subsistence Needs  ,50.0,1.0,0.0,,1.0,0.0,
8420,2058.0,2.0,Yes,Yes,2.0,TEAA LEAVES,1.0, Merchant/Shop  ,Subsistence Needs  ,30.0,1.0,0.0,,1.0,0.0,
8421,2058.0,2.0,Yes,Yes,3.0,RICE,1.0, Merchant/Shop  ,Subsistence Needs  ,50.0,1.0,0.0,,1.0,0.0,
8422,2058.0,2.0,Yes,Yes,4.0,SOAP,1.0, Merchant/Shop  ,Subsistence Needs  ,20.0,1.0,0.0,,1.0,0.0,
8423,2058.0,2.0,Yes,Yes,5.0,COOKING FAT,1.0, Merchant/Shop  ,Subsistence Needs  ,25.0,1.0,0.0,,1.0,0.0,
8424,2058.0,2.0,Yes,Yes,6.0,PETROLEUM JELLY,1.0, Merchant/Shop  ,Subsistence Needs  ,20.0,1.0,0.0,,1.0,0.0,
8425,2058.0,3.0,Yes,Yes,1.0,PERSONAL LOAN,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,2100.0,7.0,0.0,,1.0,2100.0,None 
8426,2058.0,3.0,Yes,Yes,2.0,SUGAR,2.0, Merchant/Shop  ,Subsistence Needs  ,160.0,1.0,0.0,,1.0,60.0,None 
8427,2058.0,3.0,Yes,Yes,3.0,SALT,2.0, Merchant/Shop  ,Subsistence Needs  ,10.0,1.0,0.0,,1.0,0.0,None 
8428,2058.0,3.0,Yes,Yes,4.0,COOOKING  FAT,2.0, Merchant/Shop  ,Subsistence Needs  ,10.0,1.0,0.0,,1.0,0.0,None 
8429,2058.0,3.0,Yes,Yes,5.0,SOAP,2.0, Merchant/Shop  ,Subsistence Needs  ,20.0,1.0,0.0,,1.0,0.0,None 
8430,2058.0,3.0,Yes,Yes,6.0,TEA LEAVES,2.0, Merchant/Shop  ,Subsistence Needs  ,30.0,1.0,0.0,,1.0,0.0,None 
8431,2058.0,4.0,Yes,Yes,1.0,SUGAR,2.0, Merchant/Shop  ,Subsistence Needs  ,30.0,1.0,0.0,,1.0,0.0,None 
8432,2058.0,4.0,Yes,Yes,2.0,SOAP,2.0, Merchant/Shop  ,Subsistence Needs  ,20.0,1.0,0.0,,1.0,0.0,None 
8433,2058.0,4.0,Yes,Yes,3.0,COOKING FAT,2.0, Merchant/Shop  ,Subsistence Needs  ,20.0,1.0,0.0,,1.0,0.0,None 
8434,2058.0,4.0,Yes,Yes,4.0,PETROLEUM JELLY,2.0, Merchant/Shop  ,Subsistence Needs  ,25.0,1.0,0.0,,1.0,0.0,None 
8435,2058.0,5.0,Yes,Yes,1.0,PERSONAL LOAN,1.0, Merchant/Shop  ,Business/Investment   ,20000.0,1.0,0.0,,1.0,0.0,
8436,2058.0,6.0,Yes,Yes,1.0,SUGAR,1.0, Merchant/Shop  ,Subsistence Needs  ,50.0,1.0,0.0,,1.0,0.0,
8437,2058.0,6.0,Yes,Yes,2.0,SOAP,1.0, Merchant/Shop  ,Subsistence Needs  ,20.0,1.0,0.0,,1.0,0.0,
8438,2058.0,6.0,Yes,Yes,3.0,SALT,1.0, Merchant/Shop  ,Subsistence Needs  ,10.0,1.0,0.0,,1.0,0.0,
8439,2058.0,6.0,Yes,Yes,4.0,COOKING FAT,1.0, Merchant/Shop  ,Subsistence Needs  ,10.0,1.0,0.0,,1.0,0.0,
8440,2058.0,7.0,Yes,Yes,1.0,SUGAR,1.0, Merchant/Shop  ,Subsistence Needs  ,60.0,1.0,0.0,,1.0,0.0,
8441,2058.0,7.0,Yes,Yes,2.0,,1.0, Merchant/Shop  ,Subsistence Needs  ,10.0,1.0,0.0,,1.0,0.0,
8442,2058.0,7.0,Yes,Yes,3.0,SOAP,1.0, Merchant/Shop  ,Subsistence Needs  ,20.0,1.0,0.0,,1.0,0.0,
8443,2058.0,7.0,Yes,Yes,4.0,COOKING FAT,1.0, Merchant/Shop  ,Subsistence Needs  ,20.0,1.0,0.0,,1.0,0.0,
8444,2058.0,8.0,Yes,Yes,1.0,SUGAR,2.0, Merchant/Shop  ,Subsistence Needs  ,120.0,1.0,0.0,,1.0,0.0,
8445,2058.0,8.0,Yes,Yes,2.0,COOKING FAT,2.0, Merchant/Shop  ,Subsistence Needs  ,10.0,1.0,0.0,,1.0,0.0,
8446,2058.0,8.0,Yes,Yes,3.0,SALT,2.0, Merchant/Shop  ,Subsistence Needs  ,10.0,1.0,0.0,,1.0,0.0,
8447,2058.0,8.0,Yes,Yes,4.0,SOAP,2.0, Merchant/Shop  ,Subsistence Needs  ,20.0,1.0,0.0,,1.0,0.0,
8448,2058.0,8.0,Yes,Yes,5.0,2 GOROGORO OF MAIZE GRAINS,2.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,60.0,1.0,0.0,,1.0,0.0,
8449,2059.0,1.0,Yes,Yes,1.0,CASH MONEY,2.0, Commercial Banks  ,School Fees (Education)  ,50000.0,1.0,,16.0,12.0,50000.0,Income 
8450,2059.0,1.0,Yes,Yes,2.0,CASH MONEY,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,60000.0,1.0,10.0,,24.0,30000.0,Income 
8451,2059.0,1.0,Yes,Yes,3.0,CASH MONEY,2.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,8000.0,0.0,0.0,,6.0,8000.0,Individual/Guarantor  
8452,2059.0,3.0,Yes,Yes,1.0,GOODS,1.0, Commercial Banks  ,Subsistence Needs  ,150.0,1.0,0.0,,1.0,150.0,Individual/Guarantor  
8453,2059.0,4.0,Yes,Yes,1.0,CHAMA,2.0, Self-Help Groups/Chamas  ,Medical Expense   ,3000.0,1.0,10.0,,1.0,3000.0,Shares  
8454,2059.0,4.0,Yes,Yes,2.0,GOODS,2.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,600.0,1.0,0.0,,1.0,600.0,Individual/Guarantor  
8455,2059.0,5.0,Yes,Yes,1.0,CASH MONEY,1.0, Self-Help Groups/Chamas  ,Medical Expense   ,2000.0,1.0,10.0,,1.0,0.0,None 
8456,2059.0,5.0,Yes,Yes,2.0,CASH MONEY,2.0, Self-Help Groups/Chamas  ,Medical Expense   ,1000.0,1.0,10.0,,1.0,500.0,None 
8457,2059.0,8.0,Yes,Yes,1.0,CHAMA,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,1500.0,1.0,10.0,,1.0,1500.0,Shares  
8458,2059.0,9.0,Yes,Yes,1.0,CHAMA,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,10000.0,1.0,10.0,,12.0,3000.0,Shares  
8459,2059.0,10.0,Yes,Yes,1.0,LOAN,1.0, Saccos  ,School Fees (Education)  ,74000.0,7.0,,16.0,12.0,42000.0,Income 
8460,2060.0,5.0,Yes,Yes,1.0,LOAN FROM EMPLOYER,2.0, Employer  ,Subsistence Needs  ,3000.0,1.0,0.0,,1.0,3000.0,Salary 
8461,2060.0,8.0,Yes,Yes,1.0,LOAN FROM BANK,2.0, Commercial Banks  ,Business/Investment   ,100000.0,7.0,,18.0,12.0,8000.0,Business Stock 
